UserID,Rating,ReviewTime,Review,MealID
A1TUI07W2GO1HV,5,1496184000,太美味了，强烈推荐！,B004RZMQCE
AT75YFGC7BASF,4,1496184000,很美味，推荐品尝,B004VJQ7F8
A3OAZI8FM972UC,5,1496184000,太美味了，强烈推荐！,B005KO352G
A1HLAKCIGD5875,5,1496184000,太美味了，强烈推荐！,B008EQHT4M
A36H6W75LS94QL,3,1496184000,有特色，卫生,B00FO3XOXI
A33H5DIDZFGYYS,5,1496184000,太美味了，强烈推荐！,B00DZJIRFI
A1HLAKCIGD5875,5,1496184000,太美味了，强烈推荐！,B00DZJIRFI
A2G8E46VVYDDUA,4,1496184000,很美味，推荐品尝,B00F2C1RPS
A2GPTF42AJFDHT,5,1496184000,太美味了，强烈推荐！,B00F3W9NQ2
A1DNAYILPPR7NL,3,1496184000,有特色，卫生,B00F49A3A4
A280KHZO2L7GKA,4,1496184000,很美味，推荐品尝,B00F57MNBC
A1QPQFNR8CV62G,4,1496204800,太美味了，强烈推荐！,B007C7UI8S
A2O17YYI2Y53I7,4,1496204800,太美味了，强烈推荐！,B00BR4XH7Q
A2YQNZALYX7M0M,2,1496219200,基本OK,B00CB6NINM
A2YQNZALYX7M0M,2,1496219200,基本OK,B00CB6PDSA
A1K6K23WG0IBWE,5,1496219200,太美味了，强烈推荐！,B00150OTCE
A2BFIYZYNK54QX,5,1496219200,太美味了，强烈推荐！,B00APE00H4
A2XRMQA6PJ5ZJ8,5,1496219200,太美味了，强烈推荐！,B00BLCHYKU
A1MGMQDP257513,5,1496219200,太美味了，强烈推荐！,B00CBNO8MK
A77O3402CT8AS,4,1496219200,很美味，推荐品尝,B00CBNOBYU
A1MGMQDP257513,5,1496219200,太美味了，强烈推荐！,B00CBNOBYU
A2YQNZALYX7M0M,1,1496219200,一般般吧,B00CBNOD0W
A1MGMQDP257513,5,1496219200,太美味了，强烈推荐！,B00CBNOD0W
ATAIWJS7UAV4R,5,1496219200,太美味了，强烈推荐！,B00CBNOD0W
A1MGMQDP257513,5,1496219200,太美味了，强烈推荐！,B00CDBQ9B8
A2YQNZALYX7M0M,3,1496219200,有特色，卫生,B00CDBQNZU
A1MGMQDP257513,5,1496219200,太美味了，强烈推荐！,B00CDBQNZU
AZWFKYXA6ZAV9,4,1496219200,很美味，推荐品尝,B00CDBR1P6
A2YQNZALYX7M0M,5,1496219200,太美味了，强烈推荐！,B00CDBTQCW
A1MGMQDP257513,5,1496219200,太美味了，强烈推荐！,B00CDBTQCW
A1K6K23WG0IBWE,3,1496219200,有特色，卫生,B001YDZYE4
A2LEIANN1UZTHP,4,1496219200,很美味，推荐品尝,B0025Z8G4K
A1QGMIQD8ZYDS8,4,1496219200,很美味，推荐品尝,B002Y0TGOU
A1JNJOIHZ9MLXJ,4,1496219200,很美味，推荐品尝,B00944CJRK
A1HJCD42IQQTZA,4,1496219200,很美味，推荐品尝,B009SJ3GUK
A2YQNZALYX7M0M,2,1496219200,基本OK,B00CDBR1P6
A2LEIANN1UZTHP,3,1496219200,有特色，卫生,B00CDBTQCW
AM3Q11SYF8BUT,5,1496219200,太美味了，强烈推荐！,B0099JKR6U
A2XLZALAOGYCOK,5,1496219200,太美味了，强烈推荐！,B008LRAS5Q
A2F84H8D2U0S95,5,1496219200,太美味了，强烈推荐！,B009CP7SQI
A26M9KKNS53LGN,5,1496219200,太美味了，强烈推荐！,B009GEDP26
A2F84H8D2U0S95,5,1496219200,太美味了，强烈推荐！,B009IF7092
AQUWJQX67LB88,5,1496219200,太美味了，强烈推荐！,B009JZTOG8
A1JNJOIHZ9MLXJ,3,1496219200,有特色，卫生,B009KOE4ZO
AQUWJQX67LB88,5,1496219200,太美味了，强烈推荐！,B009OYSFDM
A2IY9M330NKBW6,4,1496219200,很美味，推荐品尝,B00ATLJYL6
A77O3402CT8AS,3,1496219200,有特色，卫生,B00CBNO8MK
AGBFIQMV9L61Y,5,1496219200,太美味了，强烈推荐！,B00A2KV89U
A1QI6PI0HH4H0P,4,1496219200,很美味，推荐品尝,B00BIFRNPG
A2YQNZALYX7M0M,5,1496219200,太美味了，强烈推荐！,B00CB6F1QO
A2YQNZALYX7M0M,4,1496219200,很美味，推荐品尝,B00CB6N4LS
A85W4YTBW5P67,4,1496219200,很美味，推荐品尝,B00C0OO294
A2YQNZALYX7M0M,5,1496219200,太美味了，强烈推荐！,B00CBLGJY2
A1MGMQDP257513,5,1496219200,太美味了，强烈推荐！,B00CDBR1P6
A308A7GSBF1UC3,3,1496219200,味道很正,B002QNBRYM
A1HKBX2L0DV258,5,1496219200,简直太赞了,B001ENSOVO
A387BD735MI50R,2,1496219200,有特色，好吃,B003UPE4WC
AW3VZ5O895LRK,5,1496219200,太美味了，强烈推荐！,B005G190ZY
A18758S1PUYIDT,2,1496219200,有特色，好吃,B006RECSBC
A328S9RN3U5M68,3,1496240000,非常非常好吃,B001YDZYE4
A38EAEOIEWZS0F,4,1493592000,很美味，推荐品尝,B0061IMTYK
A2UO0MN92AQ4L3,4,1493592000,很美味，推荐品尝,B007JF83YY
A1LCJEODJN6HY6,4,1493592000,很美味，推荐品尝,B009SJ3GUK
A3GD8QRS50A6OB,3,1493592000,有特色，卫生,B00ETKG8AI
AK6YM1QRZ2YKY,5,1493592000,太美味了，强烈推荐！,B00EY8MCOQ
AJ2S2BC57WJ1F,5,1493592000,太美味了，强烈推荐！,B00F0XPJH6
AWFIO1S25JKXN,4,1493592000,很美味，推荐品尝,B008EQHT4M
A26A8T38C2GQD7,3,1493592000,有特色，卫生,B009MUWEJE
A3PG0F1KA7ZT3O,2,1493592000,基本OK,B00E7NCWY8
A3HFZTTD7QBAGW,3,1493592000,有特色，卫生,B00F0XPJH6
A1W6EM4PIDUZCH,4,1493592000,很美味，推荐品尝,B00F406S2U
A1S3WGP18PYNM6,3,1493592000,有特色，卫生,B00F406S2U
A16WU7MHN3ANJR,5,1493592000,太美味了，强烈推荐！,B00F87ZUYG
A3II88CR30FC5U,5,1493592000,太美味了，强烈推荐！,B00HBJ9XGU
A160DE6M9SUVXL,5,1493592000,太美味了，强烈推荐！,B00HMCLQMA
A1N65M5YQHLGFG,3,1493592000,有特色，卫生,B00HMCLQMA
A21Q78O5S1FIHY,5,1493592000,太美味了，强烈推荐！,B00APE00H4
A2Q3SBLSHXFF3L,5,1493592000,太美味了，强烈推荐！,B00APE00H4
A2XP2VQGQSD7DE,4,1493592000,很美味，推荐品尝,B00APE00H4
ALI6HO0QLZZ8C,5,1493592000,太美味了，强烈推荐！,B00APE00H4
A2Q6OHCXOJ7PY5,5,1493592000,太美味了，强烈推荐！,B00CDBR1P6
A1TMEAYAX4PM71,4,1493592000,很美味，推荐品尝,B00CDU5MBC
AJ2S2BC57WJ1F,5,1493592000,太美味了，强烈推荐！,B00CO0LI5U
AMMZ1W9DN94Z9,5,1493592000,太美味了，强烈推荐！,B00D5P1F8S
AVD86PUTVO4DF,4,1493592000,很美味，推荐品尝,B00DAHSVYC
ACDXQGYC6FZGX,5,1493592000,太美味了，强烈推荐！,B004GTOKM0
A2Q3SBLSHXFF3L,5,1493592000,太美味了，强烈推荐！,B0079W7OCY
A3JWR2O1MZ7VNE,5,1493592000,太美味了，强烈推荐！,B00FMO7TSA
A20IMHAB7E3VYD,5,1493592000,太美味了，强烈推荐！,B00C2UG118
A38EAEOIEWZS0F,5,1493592000,太美味了，强烈推荐！,B003RG3ND0
A3PG0F1KA7ZT3O,5,1493592000,太美味了，强烈推荐！,B00HQSWMS2
A2ITH6REQ6C2KY,5,1493592000,太美味了，强烈推荐！,B00HUF9R52
A3TYC8T6W81DDB,4,1493592000,很美味，推荐品尝,B00HWPZCZE
A2TJUMYVZI8WEE,5,1493592000,太美味了，强烈推荐！,B00H7NDSPC
A160DE6M9SUVXL,3,1493592000,有特色，卫生,B00HSUOZS8
AJ2S2BC57WJ1F,5,1493592000,太美味了，强烈推荐！,B00FZJY336
A351QGZ5S8PTBL,3,1493592000,有特色，卫生,B00BLCHXWY
A2W6NWU2HUP0AD,3,1493592000,有特色，卫生,B00BLCHXWY
ALL0NWP70Y0O,3,1493592000,有特色，卫生,B00B8P8O9K
AZASXW9AARE0O,5,1493592000,太美味了，强烈推荐！,B00C7KXUOE
A10L7F2V8368DO,3,1493592000,有特色，卫生,B009AP3HQK
A2YMFM4KKYFPWU,5,1493592000,太美味了，强烈推荐！,B0012H0DBG
A351QGZ5S8PTBL,5,1493592000,太美味了，强烈推荐！,B000MMX5E4
A2FAFPND21JMIN,5,1493592000,太美味了，强烈推荐！,B003925164
A24X55HC1R6J5Z,5,1493592000,太美味了，强烈推荐！,B0036DCJKW
A2YMFM4KKYFPWU,5,1493592000,太美味了，强烈推荐！,B004CTUP28
A38EAEOIEWZS0F,4,1493592000,很美味，推荐品尝,B004FK9CTQ
A3DMJUV6OZIOOQ,4,1493592000,很美味，推荐品尝,B00426035K
A3DMJUV6OZIOOQ,5,1493592000,太美味了，强烈推荐！,B004263SAM
A351QGZ5S8PTBL,4,1493592000,很美味，推荐品尝,B004GTOKM0
AZJOKE3Y0UCBC,5,1493592000,太美味了，强烈推荐！,B004MWZLYC
A3P1EB052N9Y90,2,1493592000,基本OK,B004TPTY3G
A1BG5C6CZH8U14,4,1493592000,很美味，推荐品尝,B0055MQUM0
A1P0R7MZZ8W0OI,5,1493592000,太美味了，强烈推荐！,B005M4QA12
A1NF9WS7RR82MX,5,1493592000,太美味了，强烈推荐！,B00627UX7U
AQ9RTW5BNHRNZ,2,1493592000,基本OK,B0012H0DBG
AQ9RTW5BNHRNZ,5,1493592000,太美味了，强烈推荐！,B001CB8NQE
A2XWSG0S8LGMQQ,5,1493592000,太美味了，强烈推荐！,B002IAAS2U
A2YMFM4KKYFPWU,5,1493592000,太美味了，强烈推荐！,B003IB91QW
A20WN9BYOVNL8F,5,1493592000,太美味了，强烈推荐！,B006UJVOPA
A2I7OXHWWVR3JV,1,1493592000,一般般吧,B002K76UR8
A9AA30160M2WE,5,1493592000,太美味了，强烈推荐！,B0045XR7O0
AZJOKE3Y0UCBC,5,1493592000,太美味了，强烈推荐！,B006Z48TZS
A3UPYGJKZ0XTU4,3,1493592000,有特色，卫生,B008DGRDZ8
A3FYKYY3BR4NN2,3,1493592000,有特色，卫生,B0099JKR6U
A2UO0MN92AQ4L3,4,1493592000,很美味，推荐品尝,B008JSO786
A206S2JFUZ5WT1,5,1493592000,太美味了，强烈推荐！,B008O2QERY
A3TNYNA2360NPA,5,1493592000,太美味了，强烈推荐！,B008QTTGGG
A13MM7UES60AAU,5,1493592000,太美味了，强烈推荐！,B008X0SGDC
A19XE6G6NDZFPS,4,1493592000,很美味，推荐品尝,B008ZXSW2C
A1S3WGP18PYNM6,4,1493592000,很美味，推荐品尝,B009OYSFDM
A2JB5DV0UC05G9,5,1493592000,太美味了，强烈推荐！,B00APE00H4
A39VGKFDWUWW9P,5,1493592000,太美味了，强烈推荐！,B00APE00H4
A34D06JL7LC6MU,3,1493612800,很美味，推荐品尝,B003IHN8UG
A36L6W00EPTUMA,4,1493612800,简直太赞了,B008947J8U
AOMTN6W195D71,3,1493627200,家常菜，还不错,B00AJGAOM4
A3DGB4HN3QCGAL,4,1493627200,尝过之后，不得不赞,B00APRBBBK
A32RJ8JDLKWJZB,5,1493627200,此味只应天上有！,B0036DCJCU
A17LEYMZI8OYOQ,5,1493627200,此味只应天上有！,B00BECZOGI
A29ZXYU74C95QS,4,1493627200,尝过之后，不得不赞,B00B2EX4C4
A29ZXYU74C95QS,4,1493627200,尝过之后，不得不赞,B00CBKUWKA
A1REM7I2ZEE195,5,1493627200,此味只应天上有！,B000IKP5AM
A2HE75XSU2JDPU,2,1493627200,味道还行,B003XU02QG
A1REM7I2ZEE195,5,1493627200,此味只应天上有！,B003ZVO6JW
A1QI6PI0HH4H0P,4,1493627200,尝过之后，不得不赞,B00426035K
A2XID3YZAUDDRS,4,1493627200,尝过之后，不得不赞,B0055MQUM0
A26IRVHQOW0QY7,5,1493627200,此味只应天上有！,B007JF8G9Q
AV6RMIS5RJS2C,3,1493627200,家常菜，还不错,B007TADRIG
A38B5RIJZ8Z8K2,5,1493627200,此味只应天上有！,B008BQG3RE
AQZH7YTWQPOBE,5,1493627200,此味只应天上有！,B009C46X8I
AV6RMIS5RJS2C,5,1493627200,此味只应天上有！,B009IG59DK
AV6RMIS5RJS2C,5,1493627200,此味只应天上有！,B009IJJ5B4
A32TI28F5ZCTT4,4,1493627200,尝过之后，不得不赞,B009KH9XX4
A6MR51RMDAY9,2,1493627200,味道还行,B009ZQGL5I
A328S9RN3U5M68,4,1493627200,尝过之后，不得不赞,B00CO0LNIM
A1YJNMGQ60ZL3Z,4,1493627200,尝过之后，不得不赞,B00CDBR1P6
A1YJNMGQ60ZL3Z,4,1493627200,尝过之后，不得不赞,B00CDBTQCW
A1H3NGGEQ37EX7,5,1493627200,此味只应天上有！,B00D844FUQ
AXYEW4EJR2BIA,5,1493627200,此味只应天上有！,B00D844FUQ
A2161MAS1NMMZ3,5,1493627200,此味只应天上有！,B00D8VN1PY
A3U09HVB3CZLSM,5,1493627200,此味只应天上有！,B00366JI9O
A32RJ8JDLKWJZB,5,1493627200,此味只应天上有！,B0036D8M9E
A1AM00ZY49329C,4,1493627200,尝过之后，不得不赞,B007PYFAJ0
A2OUCP7JHXG9P9,4,1493627200,尝过之后，不得不赞,B008621DSM
A3U09HVB3CZLSM,5,1493627200,此味只应天上有！,B0079W7X98
A1H3NGGEQ37EX7,1,1493627200,不会再试了,B00CQ1UXN0
A29ZXYU74C95QS,5,1493627200,此味只应天上有！,B00BQKOV30
A3FYKYY3BR4NN2,3,1493627200,有特色，卫生,B000W4BJ7C
A16XRPF40679KG,5,1493627200,太美味了，强烈推荐！,B002SDOI14
A11KYS8T5NLKZ1,4,1493627200,很美味，推荐品尝,B004H75GBU
A2IAYTRJIUMK67,5,1493627200,太美味了，强烈推荐！,B0055EQ30M
A1WR5Y6JENY7OD,5,1493627200,太美味了，强烈推荐！,B004VQX4PW
A11KYS8T5NLKZ1,5,1493627200,太美味了，强烈推荐！,B007ZF1JW6
A2A1HXFSAPA9A5,4,1493627200,很美味，推荐品尝,B006LWHBDA
A2SQJPUCZNHMZE,5,1493627200,太美味了，强烈推荐！,B007Y36DVG
A35I428M5WAT5Q,4,1493627200,很美味，推荐品尝,B005O718OQ
A2A1HXFSAPA9A5,4,1493627200,很美味，推荐品尝,B007HYMHEE
AQRRBGM8PFKAN,5,1493627200,太美味了，强烈推荐！,B007ORTYKO
A34D06JL7LC6MU,5,1493662400,简直太赞了,B000IJRK7O
A24ZFFRQ4MG3XL,5,1493662400,简直太赞了,B000J0Q1KO
ANCOMAI0I7LVG,5,1493662400,太美味了，强烈推荐！,B000OC2T4Y
AD39QGHGWAOPQ,4,1493662400,很美味，推荐品尝,B001W1Y5RK
AQB803390R3DW,4,1493678400,尝过之后，不得不赞,B008JSO21S
A5M1M9IJEQ8J2,5,1493678400,此味只应天上有！,B009GX6F10
A3KJ5PP49UTGB8,3,1493678400,家常菜，还不错,B009HNCUYK
A1H16VPL9XKGGR,5,1493678400,此味只应天上有！,B009OYSFDM
A1C4X193GBJO6G,3,1493678400,家常菜，还不错,B00APE00H4
AQETENMO1QHJR,4,1493678400,尝过之后，不得不赞,B00APE00H4
A1F3NSLXFEG3C1,5,1493678400,此味只应天上有！,B009ZQGL5I
A25KKXUQQ0OLWB,3,1493678400,家常菜，还不错,B00APE00H4
A20P0FVDD7JNAT,5,1493678400,此味只应天上有！,B002KGEORM
A3M0CGBW9D3AFU,5,1493678400,此味只应天上有！,B003MCOTT6
A1TOIY4OOWLXQ5,5,1493678400,此味只应天上有！,B00BECZOGI
A1H16VPL9XKGGR,5,1493678400,此味只应天上有！,B00BFQ1OFI
A2AKY45IOUE51T,5,1493678400,此味只应天上有！,B00CDBTVM2
A13ZDB9XSSOHVG,4,1493678400,尝过之后，不得不赞,B00DAHSVYC
A2YA77O5RYQ1JE,4,1493678400,尝过之后，不得不赞,B006FTBWXY
AQETENMO1QHJR,5,1493678400,此味只应天上有！,B006Z48TZS
A1JJ9P5IAJYP7G,5,1493678400,此味只应天上有！,B00F0XPJH6
A24XY4X079TDCO,5,1493678400,此味只应天上有！,B00F3KFI4U
A27D1L36PIJ8UD,4,1493678400,尝过之后，不得不赞,B0086T6RH2
A2P8TL4PL3I690,5,1493678400,此味只应天上有！,B00FOILOSU
AYG1U47VFZ165,3,1493678400,家常菜，还不错,B00FGNDU3U
AK5LYE2ME3T45,4,1493678400,尝过之后，不得不赞,B00H8C3FTQ
AD0M7SHVIJVX6,5,1493678400,此味只应天上有！,B00HMCLQMA
A33KJXZT1WOFSL,2,1493678400,味道还行,B00HMCLQMA
ALB4TVE68BR07,5,1493678400,此味只应天上有！,B00HNXZ1EM
A3HAZOQ6H8XA9J,4,1493678400,尝过之后，不得不赞,B00HPPVNHM
A1W6EM4PIDUZCH,5,1493678400,此味只应天上有！,B00FMO8DXU
A3LBTC13EYE4MS,4,1493678400,尝过之后，不得不赞,B00H8V0FSQ
A31L6N9PRJKQKH,1,1493678400,不会再试了,B0098G756O
A300Y3XGBASEN6,4,1493678400,尝过之后，不得不赞,B00F406S2U
A3EACP5QBZVHJX,5,1493678400,此味只应天上有！,B004GTOKM0
AWH57IOHA4A89,5,1493678400,此味只应天上有！,B0074279LU
A2SE1G7RGDP0I7,5,1493678400,此味只应天上有！,B00G32MX9U
AIFZM4KEQNCUZ,5,1493678400,此味只应天上有！,B009AP2G26
A1C1CZSL83TF6A,5,1493678400,此味只应天上有！,B00APE00H4
A2FW80TICG5RNF,5,1493678400,此味只应天上有！,B00CDBR1P6
AAK9TVDDBMV9D,5,1493678400,此味只应天上有！,B001EXRQQ8
A1YLRRNEIJD58G,4,1493678400,尝过之后，不得不赞,B007PYFAJ0
AIFZM4KEQNCUZ,5,1493678400,此味只应天上有！,B002JAU1X0
ARP985QPJEQE5,5,1493678400,此味只应天上有！,B004SKLP70
A2HV2GZ3IG5PEX,5,1493678400,此味只应天上有！,B007JF83YY
A9UE7EOHSVY2M,4,1493678400,尝过之后，不得不赞,B007UMK3SA
A18AVHAKK13KMF,5,1493678400,此味只应天上有！,B000UVUMDO
A1VOJC5KLSOWGY,5,1493678400,此味只应天上有！,B000WM9ZU2
A13ZDB9XSSOHVG,4,1493678400,尝过之后，不得不赞,B000OGTRC2
A3Q4NULWZU3RI,5,1493678400,此味只应天上有！,B000V5Q8JQ
AIFZM4KEQNCUZ,5,1493678400,此味只应天上有！,B002962RKE
A3QVDK15HBBZ3W,4,1493678400,尝过之后，不得不赞,B002BEXZ32
A3H5CDK6BGAKRK,3,1493678400,家常菜，还不错,B001V80OP6
A2K3RSOH1HM6H7,5,1493678400,此味只应天上有！,B002TUO2SU
ANMW36M3Q40M1,5,1493678400,此味只应天上有！,B0049AFWKK
AIFZM4KEQNCUZ,5,1493678400,此味只应天上有！,B000W4WD40
AIFZM4KEQNCUZ,5,1493678400,此味只应天上有！,B001EUE6X2
A4IJBVEONRRPP,5,1493678400,此味只应天上有！,B001SRN6IW
A16RMLYCUB0FX4,4,1493678400,尝过之后，不得不赞,B0040XE8KG
A1THASGM7EP9UF,4,1493678400,尝过之后，不得不赞,B0055MQUM0
A2XU6J41ZQOJ2V,5,1493678400,此味只应天上有！,B0055MQUM0
AEVBL9KK5I2DO,5,1493678400,此味只应天上有！,B005D63I78
A21QV3JA5OVODP,5,1493678400,此味只应天上有！,B005D63I78
A328S9RN3U5M68,5,1493713600,太美味了，强烈推荐！,B004AUGJS8
A27H9DOUGY9FOS,3,1493713600,有特色，卫生,B004GLTK2I
A27H9DOUGY9FOS,4,1493713600,很美味，推荐品尝,B003CXP5O8
A3UDYY6L2NH3JS,5,1493713600,太美味了，强烈推荐！,B000WT7R6O
ADY76XRF9PZ5M,5,1493713600,太美味了，强烈推荐！,B0012QRPU4
A3TYC8T6W81DDB,3,1493713600,有特色，卫生,B004D24SZ4
A15G70V9OBTOVO,4,1493713600,尝过之后，不得不赞,B005P58PIO
